(u'Cleves, OH', '|', u'Hillary Rodham Clinton is deathly afraid of Trump.  https://t.co/rZimwIT3AT', 'Trump')
(u'New York, USA', '|', u"@BobLonsberry Trump doesn't know foreign policy.  His own kids don't know the rules for voting in primary \U0001f44d\U0001f3fc https://t.co/yTaAl0Q1ru", 'Trump')
(u'Las Vegas, NV', '|', u'@Campaign_Trump https://t.co/nmsowSCRt4', 'Trump')
(u'Santa Fe, NM', '|', u'@elizabetha0314 did you go see Trump yesterday', 'Trump')
(u'Nashua, NH', '|', u".@americaNewsroom #AmericaNewsroom\nBernie&amp;Trump both appeal to angry old White Guys who hate Black Guy.\n\n#Hillary appeals to PBO's Coalition", 'Trump')
(u'Marion, VA', '|', u'I thought #trumpisdisqualifiedparty was gonna last....darn. Maybe he can be the president of a hair salon instead \U0001f450\U0001f3fb', 'Trump')
(u'Manhattan, NY', '|', u"Boston Globe's reaction to a prospect of Trump presidency may be most off-the-wall yet https://t.co/0H7v94gQyz https://t.co/gzenmoD0ef", 'Trump')
(u'Virginia, USA', '|', u'VIDEO: Black pastors endorsing Trump getting ready for ground game  https://t.co/JAQNwPHqLm via @american_mirror', 'Trump')
(u'Wakefield, MA', '|', u"@TuckerCarlson If delegates won't change to choose Cruz or Trump - U want 'gridlock'? How long? Skip rest of convention? Don't blame Establ.", 'Trump')
(u'Ohio, USA', '|', u'@realDonaldTrump  https://t.co/tth3dNg60E', 'Trump')
(u'West Chester, PA', '|', u'@Justice41ca @BigBluetn65 But Cruz supporters refuse to admit this, \U0001f648denial\n#NYPrimary \n#AlwaysTrump', 'Trump')
(u'West Virginia, USA', '|', u'BOOM! #Trump Advisor Stephen Miller: \u201cCruz Doesn\u2019t Win with Voters, Cruz Wins with Party Insiders\u201d (Video) https://t.co/7Q8ZntiDxt', 'Trump')
(u'Las Vegas, NV', '|', u'@thebig10com @realDonaldTrump @tedcruz @IngrahamAngle that will never happen craz is a bush soros puppet', 'Trump')
(u'New York, USA', '|', u'@realDonaldTrump If there not allowed to change the rules why did they change them last year.i just seen on CNN they said they changed them', 'Trump')
(u'New York, USA', '|', u'Judge Jeanine Tells Fox to Get Lost, Issues Huge Statement on Trump https://t.co/5QLWr9f9oz', 'Trump')
(u'Texas, USA', '|', u'@dhrxsol1234 @edwrather @tedcruz  Incompetent Trump Team ignored learning rules, process, put wrong delegates on ballot, They blew it.', 'Trump')
(u'Connecticut, USA', '|', u"HONOR OUR FALLEN HERO'S VOTE TRUMP https://t.co/Axt73T3i9p", 'Trump')
(u'Fayetteville, NC', '|', u'Trumps children (&amp; millions of other voters) are ineligible to vote in NY Republican primary\nhttps://t.co/iRNx3kyHyO https://t.co/RkArm86bUF', 'Trump')
(u'Wakefield, MA', '|', u"@TuckerCarlson U shud deal with the decades of verbal filth from Trump that Romney wud NEVER say &amp; even Obama wouldn't. Hello?!", 'Trump')
(u'Plano, TX', '|', u'To those of us who never got involve in politics until @realDonaldTrump r your eyes wide open now 2just how corrupt https://t.co/wx8HuFw6bm', 'Trump')
(u'Sun City West, AZ', '|', u'@freedomnow72 @lvphillies08 @lynn_weiser @realDonaldTrump There you go again with the names again. I am not the greatest on my phone.', 'Trump')
(u'Kentucky, USA', '|', u'Call them tell yours support Trump or we fire you no contested convention majority wins  https://t.co/NbutXzZ4c8', 'Trump')
(u'Boston, MA', '|', u'@Bob4UKIP2Brexit @ZarkoElDiablo VOTE FOR @realDonaldTrump WRITE IN #TRUMP. OR @SenSanders AND WE ALL GET SOME FREE SHIT.\n@Reince HEAR US?', 'Trump')
(u'West Virginia, USA', '|', u"@realDonaldTrump It's Monday, and we're still waiting for Donald Trump to find the courage to debate Ted Cruz.\n#DuckingDonald", 'Trump')
(u'Utah, USA', '|', u'@Campaign_Trump @tedcruz @realDonaldTrump \n\nNah Ted will just take the ass hole route', 'Trump')
(u'Manhattan, NY', '|', u'@realDonaldTrump I think the Globe is very brave standing up to u and not kissing your ring!', 'Trump')
(u'New York, USA', '|', u'@realDonaldTrump hitches his #Hindenburg to @BernieSanders  #Titanic saying "System rigged against both of us, it\'s NOT FAIR." #Hillary4Win', 'Trump')
(u'Caldwell, NJ', '|', u'John Kasich New York ads hit Ted Cruz, don\u2019t mention Donald Trump: https://t.co/tSodb1A8rt via @washtimes', 'Trump')
(u'Indiana, USA', '|', u"@marklevinshow hope you saw my earlier tweet &amp; wish you would confirm receipt.  Yes it IS that important. Trump's charade is out of the bag.", 'Trump')
(u'Sun City West, AZ', '|', u'@ProudInfidelGal @catwahler @realDonaldTrump On my way to therapy will talk later have a wonderful day', 'Trump')
(u'Kansas, USA', '|', u"@LouDobbs Frankly if GOP denies Trump then glad they'll deny to Stealin' Ted but I won't vote 4 Cruz or Ryan in fact leaving GOP hate'em", 'Trump')
(u'West Chester, PA', '|', u'@isusan66 @Justice41ca @BigBluetn65 Go figure \n#NYPrimary \n#PAprimary\n#CTPrimary\n#MDPrimary \n#TrumpSupporters \n#MEGA', 'Trump')
(u'South Portland, ME', '|', u'take off ur trump shirt weenies #bernieforlife !!', 'Trump')
(u'Indiana, USA', '|', u'\u270bI disavow any other GOP candidate...I will only vote for Donald J Trump\u270b https://t.co/LY5jTLdXgF', 'Trump')
(u'Southlake, TX', '|', u'@BretBaier @Kimvet @foxandfriends @FoxNews as a whole favors Trump. Some way more than others.', 'Trump')
(u'Washington, DC', '|', u'De primaries zitten in de fase van ritselen. Donald Trump liet het flink afweten, verloor tientallen gedelegeerden: https://t.co/Rp75bciOIL', 'Trump')
(u'Brooklyn, NY', '|', u'@realDonaldTrump "I\'m an outsider and I\'m confused about the rules, I guess I should have learned them before now" welcome to #Politics101', 'Trump')
(u'Pekin, IL', '|', u'@cryptowl1 @AOL \nMedia thinks we are ignorant. Of course Trump has been awarded more delegates. HE WON THE POPULAR VOTE. Trump did it square', 'Trump')
(u'Connecticut, USA', '|', u'TED CRUZ PART OF THE PROBLEM NOT THE CURE VOTE TRUMP https://t.co/L3HC1HydnM', 'Trump')
(u'New Jersey, USA', '|', u'@realdonaldtrump RightNow Mexico a Problem Follow the Money #greta @foxnews @cnn #foxnews megynfelly #foxandfreinds https://t.co/zMgGUfyNdU', 'Trump')
(u'Bremen, GA', '|', u'@Campaign_Trump @tedcruz @realDonaldTrump Cruz says he all about constitution. But he steal voters rights, hide birth and citizenship papers', 'Trump')
(u'Chicago, IL', '|', u'#Trump2016 #realDonaldTrump #MakeAmericaGreatAgain @realDonaldTrump Sued for Inciting Supporters to Violence https://t.co/5JiOklqExE', 'Trump')
(u'Paradise, NV', '|', u'Trump Hotels: Pool Bartender (On Call Seasonal) (#LasVegas, NV) https://t.co/vcZcYWEpSu #Hospitality #Job #Jobs #Hiring', 'Trump')
(u'Wichita, KS', '|', u'@conserv_tribune Fox News bias "against" Trump? Really? I never thought media, in America, would tell me the sky isn\'t blue.', 'Trump')
(u'Lockland, OH', '|', u'@realDonaldTrump is as crooked as Bernie and Hilary and why is he telling his secrets? https://t.co/XV6yYl0N6X', 'Trump')
(u'New York, USA', '|', u'@realDonaldTrumpthere there not supposed to change the rules but they just said on cnn that last yr they changed them,y?', 'Trump')
(u'Las Vegas, NV', '|', u'@SandraLMT @Campaign_Trump your wrongif no trump we will have to do as the founders , fight and die to take our country back', 'Trump')
(u'Indiana, USA', '|', u'#StandWithTrump #TrumptheTruePatriot #AlwaysTrump #TrumpforPresident https://t.co/nk8DBQnmnc', 'Trump')
(u'Chicago, IL', '|', u'#Trump2016 #realDonaldTrump #MakeAmericaGreatAgain #foxnews #Ohio Official Accused of Disenfranchising Voters https://t.co/YG1Ccbt4n6', 'Trump')
(u'Connecticut, USA', '|', u'JOIN THE TRUMP STEAM ROLLER ALL THE WAY TO THE WHITE HOUSE VOTE TRUMP https://t.co/9ISrzLENWa', 'Trump')
(u'Chandler, AZ', '|', u'Sounds like Trump is "stealing" delegates out of proportion to his popular vote totals! Oh, those are the rules? https://t.co/Z9WhG2YiYj', 'Trump')
(u'Mount Laurel, NJ', '|', u'@NomikiKonst @JessicaTarlov Poll: More Americans trust Hillary Clinton than Donald Trump to make America great again https://t.co/bcfnE8svtc', 'Trump')
(u'Charlotte, NC', '|', u"Funny. Watching CNN, MSNBC, FOX forced to defend Trump. There's no spinning the fiasco foisted upon common sense by the Colorado GOP.", 'Trump')
(u'Neenah, WI', '|', u"@realDonaldTrump It's the rules. You know, those things U like to dismiss. Learn the rules &amp; live by them. You'll have less #TrumperTantrums", 'Trump')
(u'Virginia, USA', '|', u'@enajnitram1 Trump has a brain AND a heart unlike HRC and Pinnochio Cruz. MAGA \U0001f1fa\U0001f1f8', 'Trump')
(u'Port Vue, PA', '|', u'@realDonaldTrump https://t.co/fk3God2pvM', 'Trump')
(u'Shirley, NY', '|', u'@realDonaldTrump @tedcruz @FoxNews @CNN  How can ted cruz BUY! Delegates and he did! Colorado horrible vote system RNC itself needs a look!!', 'Trump')
(u'Buffalo, NY', '|', u'@Patrici15767099 @DRustigian actually Trump chose not to bother with the process set up before he ran...either #lazy or #dumb. Not a #leader', 'Trump')
(u'North Carolina, USA', '|', u'Trump\'s slogan is "Make America Great Again." Herbert Hoover\'s was "Prosperity is just around the corner." #p2 #tcot #gop #dem #teaparty', 'Trump')
(u'Mount Holly Springs, PA', '|', u"@FoxNews @cvpayne If Fox doesn't excuriate Trump 24/7 like other news shows They claim Fox favors Trump \nHate is sad https://t.co/xwKzY3Za9N", 'Trump')
(u'Beech Grove, IN', '|', u'@cherokeesher2 HE was expelled for cheating twice. Daddy paid twice to get @realDonaldTrump enrolled again.@cherokeesher2', 'Trump')
(u'Parker, CO', '|', u'@Rossputin pro-Trump whiners fail to consider fact Colo delegates gave victory to underdog Darryl Glenn over insider state senator Neville.', 'Trump')
(u'Lake St Louis, MO', '|', u'@tedcruz @realDonaldTrump HEY! Cuban Canadian wetback Rafel. Take this and SHOVE IT https://t.co/8Kuvkrd1ki', 'Trump')
(u'Athens, AL', '|', u"He shoulda known he wasn't getting a hug at a Trump rally  https://t.co/u9BOEtgZue", 'Trump')
(u'Las Vegas, NV', '|', u'Maybe the Trump tantrum about delegates is about this. "Portrait of donor Trump: Free rounds of golf, no personal $" https://t.co/3XH3c8JHYA', 'Trump')
(u'Fernway, PA', '|', u'#LoseWithCruz #LyingTed #UnsealBirthRecords #NotEligible @tedcruz @realDonaldTrump @mitchellvii  https://t.co/XHERhOidH3', 'Trump')
(u'Seabrook, NH', '|', u'@CentreHalf4ward @tdtrpnr @realDonaldTrump @RawStory Go home #CryBabies', 'Trump')
(u'Queens, NY', '|', u'@cvpayne @FoxBusiness @FoxNews TRUMP IS A POLITICAL STRESS TEST. THOSE ANGRILY AGAINST HIM "AS IF THEIR GRAVY TRAIN IS ENDING" ARE CORRUPT!', 'Trump')
(u'Manhattan, NY', '|', u'Huge, if @realDonaldTrump can but politicians for 40 years, no need for @IvankaTrump @EricTrump to vote before. Illegals, economy, Vets NP', 'Trump')
(u'Bremen, GA', '|', u"@Campaign_Trump @tedcruz @realDonaldTrump Ted Cruz don't give a dam about our Constitution  or our rights or our votes.He's a FRAUD.", 'Trump')
(u'Buffalo, NY', '|', u"I'll be honest life's been pretty boring, I'd  like to see @realDonaldTrump in office purely for the entertainment value.", 'Trump')
(u'Connecticut, USA', '|', u'CRUZ IS AGAINST A FREE AMERICA VOTE TRUMP https://t.co/J6XkLfilHU', 'Trump')
(u'North Carolina, USA', '|', u'@realDonaldTrump The system is crooked, America is going to hell in a hand basket, no hope with crooks in power \U0001f621', 'Trump')
(u'Beech Grove, IN', '|', u'"@JeffersonObama: Whoa. A giant Ponzi scheme. https://t.co/h2F2zuCkMJ" @realDonaldTrump is a sham, snake oil salesman Just Palin with money', 'Trump')
(u'Boston, MA', '|', u'@ZarkoElDiablo @Bob4UKIP2Brexit @realDonaldTrump @SenSanders @Reince \nTRUMP SHOULD PICK #BERNIE AS HIS VICE PRESIDENT.\nLOL HILLARY WILL SHIT', 'Trump')
(u'McAlester, OK', '|', u'@TeamTrumpNC Ted Cruz is a corrupTED politician. #NeverCruz', 'Trump')
(u'Colorado, USA', '|', u"Hey Einstein @BoomMan1976 if you're stupid enough to say #NeverTrump = then you're either a #Cruzbot or want Hillary https://t.co/UFdlUc0NZ1", 'Trump')
(u'Swansea, MA', '|', u'#Vote Trump #NYPrimary #Fauxnews #AlwaysTRUMP#MAGA https://t.co/AROibaRPvU', 'Trump')
(u'Mississippi, USA', '|', u"@psolimyn @DrJillStein hah, think u scare me, ur vote would mean nothing anyway-u no different than trump or Cruz-won't matter!", 'Trump')
(u'New York, USA', '|', u'This trump rally tonight is going to be lit', 'Trump')
(u'Lake St Louis, MO', '|', u'@tedcruz @realDonaldTrump @FoxNews https://t.co/4Xm2S9ISNt', 'Trump')
(u'Mount Holly Springs, PA', '|', u"@FoxNews @cvpayne Fox is critical of Trump They just don't cut off his head to please others", 'Trump')
(u'Pennsylvania, USA', '|', u'Trump is running for president and berks catholic is having an underclassmen dance, what a time to be alive', 'Trump')
(u'New York, USA', '|', u"@usedupcop @Bobbyh214 @chrgdup1973 @gentlemanirish @Vinceee_ny @TerryWurr Yes, Trump is a nationalist. No One World Order Cabal he's in", 'Trump')
(u'Arkansas, USA', '|', u"Trump: We Can't Waterboard While ISIS Chops Off Heads, Drowns People In Cages?\nhttps://t.co/qJ4Q6pz0if #tcot #Trump https://t.co/UyB0FDbQOa", 'Trump')
(u'Connecticut, USA', '|', u'JOIN THE PARTY A PRESIDENT FOR THE PEOPLE BY THE PEOPLE VOTE TRUMP https://t.co/bM4dRFJAt1', 'Trump')
(u'Huntsville, AL', '|', u'@realDonaldTrump @BretBaier @CNN @FoxNews @JoeNBC he should sue, what a crooked mess! No wonder GOP never wins! https://t.co/uT9NRJFpGh', 'Trump')
(u'Frederick, MD', '|', u"@glennbeck @WorldOfStu if Trump's kids didn't know to change their voter registration- did he?", 'Trump')
(u'Virginia, USA', '|', u'@realDonaldTrump DJT is sincere. He pays his own way. HRC and Cruz sucking \U0001f4b0from PACs MAGA \U0001f1fa\U0001f1f8', 'Trump')
(u'New York, NY', '|', u'Selfie with Liberty Statue  #newyork #nyc #usa #america #trump #donaldtrump #trump #donaldtrump\u2026 https://t.co/fVX9NP4BuU', 'Trump')
(u'Brooklyn, NY', '|', u"@MissAngelaDavis @TittiesNTerror people who don't tip are the egomaniacal donald trumps of the world. Cook for your own damn self.", 'Trump')
(u'Niagara Falls, NY', '|', u"@LorenzMcclain @Fitzy9807 @senatordisco Okay I support trump but I don't support slavery or the confederate flag. So fuck off", 'Trump')
(u'Atlanta, GA', '|', u'.@Campaign_Trump @PJStrikeForce @MittRomney https://t.co/GiXsQokA8t', 'Trump')
(u'Niagara Falls, NY', '|', u'@realDonaldTrump @TimeHasCome1 @WayneDupreeShow @ThePatriot143 BULLSHIT', 'Trump')
(u'Providence, KY', '|', u'@FNReporting @bbrown7008 @realDonaldTrump whenIstartd2 watchFN Iwas*amazd*how muchJesus\u2661honesty-gr8t rportrs(FB)AinsleysKeptUs-FNor none?idk', 'Trump')
(u'Manhattan, NY', '|', u'@realDonaldTrump Hillary visited my college but I wished it was you instead #TrumpTrain', 'Trump')
(u'Connecticut, USA', '|', u"TRUMP EARNS HE VOTES HE DOSE'NT BUY THEM VOTE TRUMP HE FIGHT FOR YOU https://t.co/zx5LrwuRAb", 'Trump')
(u'Boston, MA', '|', u'If @68INCOGNITO is voting for @realDonaldTrump I might have to as well...', 'Trump')
(u'Manhattan, NY', '|', u'Cruise tour  #newyork #nyc #usa #america #trump #donaldtrump #donald #usa #primary #sardegna\u2026 https://t.co/t2swD6luPv', 'Trump')
(u'Fayetteville, NC', '|', u'We let the idiots take the wheel: Donald Trump, Fox News and how we let our democracy rot\nhttps://t.co/w2u88jEpZq https://t.co/4bijc2ywsE', 'Trump')
(u'Tennessee, USA', '|', u'@Campaign_Trump @JayS2629 he should have dr carson in ca as well as christie being a surrogate for him while he is busy in ny.', 'Trump')
(u'Elyria, OH', '|', u'@realDonaldTrump @AnnesLimo @WVTTS1017 when I went to school they taught us most votes win our government is corrupt', 'Trump')
(u'Rockford, IL', '|', u'@cvpayne instead fox + friends, change to trump + friends', 'Trump')
(u'New Jersey, USA', '|', u'@realdonaldtrump RightNow Mexico a Problem Follow the Money #greta @foxnews @cnn #foxnews megynfelly #foxandfreinds https://t.co/843aSGp6x8', 'Trump')
(u'Little Rock, AR', '|', u"@MotherJones Trump and Sanders know our democratic system is rigged. To hell with the Electorial College. It's Voter Suppression at its best", 'Trump')
(u'Missouri, USA', '|', u'@St_Rev first they made you defend Trump. Now Bernie. Is Hilary next?', 'Trump')
(u'Boston, MA', '|', u"@ZarkoElDiablo  @realDonaldTrump @SenSanders @Reince MY WIFE SAYS I'M FULL OF GOOD ONES. HAHAHAHA SHE ALSO SAYS I'M FULL OF SHIT SOMETIMES!", 'Trump')
(u'Texas, USA', '|', u"@melsgre @edwrather @IngrahamAngle Incompetent Trump Team didn't learn update rules,learn process, put wong delegates on ballot THEY Blew It", 'Trump')
(u'Virginia, USA', '|', u"Kind of wonder if Trump's ground game is really turning out every potential supporter https://t.co/HFoQJUL0Ye", 'Trump')
(u'Queens, NY', '|', u'@realDonaldTrump @CLewandowski_ @DanScavino @KatrinaPierson TRUMP IS POLITICAL STRESS TEST THAT REVEALS CORRUPTION IN POLITICS &amp; MEDIA.', 'Trump')
(u'Las Vegas, NV', '|', u'@Carolde Trump will be unstoppable if only they give him a chance and not try trickery to stop him. I am all for Donald Trump', 'Trump')
(u'Green River, WY', '|', u'@Grandmaster_Z @Scgator1414 @realDonaldTrump Or maybe #Trump\'s been off his ass "working"?24/7 when you own your own biz;but he"knows"!', 'Trump')
(u'Texas, USA', '|', u"ANTI-AMERICAN George Soros funds Lyin' Ted Cruz &amp; John Kasich. VOTE 4 DONALD TRUMP! #NYPrimary #CTPrimary #PAPrimary https://t.co/zRgA3loYdT", 'Trump')
(u'Dallas, TX', '|', u"@realDonaldTrump This was allowed and it happened. You don't like the rules then change them. Next time, read. Better yet, leave the GOP.", 'Trump')
(u'Hillside Lake, NY', '|', u'@TeamTrumpAZ WHY SOUND HE DR OUT EASIER TO CHEAT AND BACKSTABBERS AND LIE R. THE RULES NEED TO BE CHANGED  THEIR  WRONG', 'Trump')
(u'Colorado, USA', '|', u'@BoomMan1976 u mistake the #REALITY that @realDonaldTrump is the best choice to get America working &amp; Cruz #deadEnd  https://t.co/UFdlUc0NZ1', 'Trump')
(u'Manhattan, NY', '|', u'@hottiesfortrump @michaelkeyes https://t.co/piqDzSuin9', 'Trump')
(u'Cranston, RI', '|', u'@georgelopez is a fucking SAVAGE #FUCKTRUMP  https://t.co/Tnnk8o125V', 'Trump')
